Time   ,Temperature ,Humidity ,Pressure ,Altitude ,Acceleration                    ,Gyro                                    ,Magnetometer
100.027,21.0734,42.9738,990.01,195.444,"(4.28435, 8.07338, 0.295513)","(-0.182343, 0.145997, -0.640187)","(-11.941, -59.1055, -52.9962)"
100.349,21.0684,43.273,990.018,195.401,"(4.38245, 8.81994, 0.498903)","(-0.0650571, -0.334907, 0.131641)","(-10.1286, -61.0055, -54.8524)"
100.803,21.0225,43.3269,990.008,195.465,"(4.35972, 8.34616, 0.262014)","(-0.0762054, -0.00580322, -0.0203113)","(-12.3063, -59.5294, -53.6539)"
101.126,21.0582,43.1696,990.025,195.338,"(4.64805, 8.47178, 0.351745)","(-0.00351247, -0.0551306, -0.0375682)","(-12.0725, -59.5294, -53.04)"
101.448,21.0582,43.6047,989.994,195.401,"(4.55234, 8.47178, 0.300299)","(-0.00931569, -0.00794125, 0.0161879)","(-11.9702, -59.8363, -52.5139)"
101.776,21.0582,43.4307,990.008,195.412,"(4.61456, 8.45145, 0.131605)","(0.0659734, -0.0583376, 0.0361938)","(-11.8825, -59.544, -52.1485)"
102.106,21.0529,43.2402,989.997,195.401,"(4.53798, 8.47776, 0.137587)","(-0.0335976, 0.125991, -0.0467312)","(-12.321, -59.6901, -52.6454)"
102.431,21.0684,43.1423,990.021,195.401,"(4.59781, 8.34496, 0.191426)","(0.0398589, -0.0561996, 0.0426078)","(-11.9117, -59.3101, -52.2654)"
102.754,21.0633,43.2622,989.992,195.465,"(4.58465, 8.41795, 0.205783)","(-0.0273362, -0.0180205, 0.0149662)","(-12.4671, -59.6024, -51.7977)"
103.21,21.0275,43.3051,989.977,195.148,"(4.28794, 7.91426, 0.527617)","(-0.153022, -0.385609, 0.211054)","(-13.5925, -59.2078, -51.3592)"
103.535,21.0479,43.4522,990.023,195.338,"(4.55593, 8.40718, -0.30987)","(-0.000916298, 0.184023, 0.0265726)","(-11.2102, -60.0701, -51.6516)"
103.855,21.0633,43.1315,990.022,195.296,"(4.733, 8.45264, 0.143569)","(0.0630718, -0.111177, 0.032834)","(-12.204, -59.734, -52.85)"
104.18,21.0582,43.3654,990.006,195.296,"(4.39322, 8.32343, 0.195015)","(-0.0972803, -0.139125, 0.0201585)","(-12.1017, -59.6171, -51.7538)"
104.51,21.0684,43.273,990.022,194.968,"(4.6337, 8.5316, 0.116052)","(-0.0345139, -0.0870483, -0.0128282)","(-12.1163, -59.1932, -52.6747)"
104.835,21.0529,43.3654,990.023,195.116,"(4.54397, 8.41077, 0.179462)","(0.00610865, -0.0364992, -0.0458149)","(-11.8679, -59.5294, -53.347)"
105.164,21.0582,43.4143,990.005,195.222,"(4.46141, 8.53041, 0.154337)","(0.00778853, 0.0331394, 0.00488692)","(-11.2102, -59.7778, -52.5139)"
105.486,21.0479,43.4687,990.028,195.127,"(4.49492, 8.52323, 0.272782)","(-0.0389426, -0.0167988, -0.0630718)","(-11.5756, -59.8071, -52.9962)"
105.945,21.0123,43.3704,990.032,195.454,"(4.4315, 8.55314, 0.106481)","(0.0612392, -0.103083, 0.0100793)","(-11.6779, -60.0701, -53.1277)"
106.268,21.0428,43.3652,990.034,195.285,"(5.12423, 7.31007, -0.811166)","(0.148135, 0.499688, -0.833983)","(-10.6694, -60.9032, -51.5054)"
106.59,21.0479,43.1694,990.036,195.031,"(4.43988, 8.61655, -0.113659)","(-0.00274889, 0.0461203, -0.0992656)","(-11.2102, -60.4794, -52.587)"
106.921,21.0633,43.3162,990.017,195.095,"(4.43629, 8.44187, 0.195015)","(-0.0627664, 0.066737, 0.241903)","(-11.7802, -59.8509, -53.347)"
107.245,21.0529,43.3816,990.055,195.296,"(4.51047, 8.37487, 0.244068)","(0.0218384, -0.100487, 0.00488692)","(-12.3063, -59.8071, -53.1862)"
107.569,21.0529,43.4686,990.045,195.19,"(4.5344, 8.44067, 0.260818)","(0.0198531, 0.0587958, -0.0233656)","(-12.2771, -59.8509, -52.8208)"
107.892,21.0529,43.5502,990.016,195.338,"(4.57747, 8.52443, 0.206979)","(0.0219911, -0.00519235, -0.000916298)","(-11.5756, -59.9094, -53.2447)"
108.355,21.0021,43.479,990.004,195.253,"(4.54516, 8.46341, 0.191426)","(-0.00992656, 0.00503964, 0.00335976)","(-12.3648, -59.2809, -52.9377)"
108.682,21.0326,43.1584,990.001,195.338,"(4.57268, 8.46101, 0.229711)","(0.0158825, 0.0209221, -0.0340557)","(-11.7948, -59.6317, -53.8293)"
109.008,21.0479,43.3923,990.016,195.201,"(4.58823, 8.48494, 0.195015)","(-0.00106901, 0.0177151, 0.00198531)","(-12.321, -59.5732, -53.1862)"
109.338,21.0479,43.4414,990.027,195.338,"(4.50209, 8.40598, 0.200997)","(0.00809396, 0.00733038, -0.0160352)","(-12.3502, -59.8217, -52.9377)"
109.663,21.0479,43.2184,990.012,195.391,"(4.57866, 8.44307, 0.232104)","(-0.0400117, -0.0888809, -0.00381791)","(-12.5402, -59.7194, -53.42)"
109.988,21.0479,43.3924,990.029,195.137,"(4.61695, 8.50528, 0.209372)","(0.00702495, -0.029627, 0.0245873)","(-12.584, -59.5586, -53.1277)"
110.314,21.0428,43.5609,990.011,195.306,"(4.51406, 8.43948, 0.244068)","(-0.00381791, 0.00488692, 0.0154243)","(-12.7887, -59.4271, -52.3092)"
110.772,21.0072,43.4464,990.004,195.306,"(4.48295, 8.54118, 0.37328)","(0.0142026, 0.0626137, -0.0245873)","(-11.5902, -59.4855, -53.9608)"
111.097,21.0326,43.588,990.006,195.391,"(4.51406, 8.56391, 0.355334)","(0.0255036, 0.0754418, -0.00381791)","(-11.7071, -59.6317, -53.0985)"
111.424,21.0377,43.5229,990.003,195.349,"(4.48175, 8.52802, 0.31346)","(0.00427606, 0.033903, -0.00580322)","(-11.9117, -59.5148, -53.8147)"
111.754,21.0428,43.3052,989.986,195.38,"(4.51884, 8.52443, 0.318245)","(0.00794125, -0.00549779, 0.0152716)","(-12.3063, -59.2955, -52.85)"
112.079,21.0377,43.5337,990.007,195.401,"(4.49492, 8.47537, 0.293121)","(0.0250455, 0.00320704, -0.0305433)","(-12.394, -59.7194, -53.2008)"
112.402,21.0582,43.5827,990.058,195.391,"(4.52602, 8.45025, 0.193819)","(-0.0261145, -0.0184787, 0.0116064)","(-12.2479, -59.2078, -52.3239)"
112.728,21.0479,43.4523,990.016,195.433,"(4.59541, 8.5005, 0.168694)","(0.0279471, 0.0355829, -0.00717767)","(-12.6279, -59.4709, -52.8646)"
113.189,21.0072,43.4027,990.019,195.285,"(4.52363, 8.32343, 0.13998)","(0.2277, 0.0456622, -0.00473421)","(-12.2625, -59.7924, -52.1923)"
113.515,21.0377,43.3868,990.041,195.349,"(4.61097, 8.48973, 0.0574277)","(0.0288634, 0.0836885, -0.0438296)","(-12.3502, -59.9824, -52.6016)"
113.84,21.0428,43.4087,990.022,195.423,"(4.68155, 8.53759, 0.0394815)","(-0.0157298, 0.113468, -0.0174097)","(-12.0433, -60.4648, -53.5662)"
114.172,21.0428,43.5827,990.02,195.137,"(4.62772, 8.41316, 0.142373)","(0.0519235, -0.021533, 0.0438296)","(-12.6133, -59.1786, -53.23)"
114.5,21.0428,43.4358,990.041,195.116,"(4.67198, 8.34975, 0.0574277)","(-0.0368046, -0.0233656, 0.0829249)","(-13.6948, -58.784, -52.7331)"
114.826,21.0479,43.6045,990.022,195.158,"(4.74616, 8.29471, 0.100498)","(-0.0513127, 0.0018326, -0.0284052)","(-13.651, -58.6524, -53.1716)"
115.153,21.0479,43.5229,989.989,195.222,"(4.72821, 8.4, 0.16989)","(0.0308487, -0.00885754, 0.00977384)","(-13.8117, -58.8278, -53.4346)"
115.479,21.0428,43.5066,990.032,195.275,"(4.72223, 8.29352, 0.228514)","(-0.00733038, -0.0464257, 0.00229074)","(-13.4025, -59.3247, -52.6016)"
115.937,21.0021,43.4951,990.039,195.444,"(4.82512, 8.3653, 0.00837487)","(0.0264199, 0.0442877, -0.0288634)","(-13.4756, -58.3163, -52.3969)"
116.263,21.0275,43.414,990.015,195.158,"(4.72582, 8.36889, -0.0155533)","(0.00763582, 0.000152716, -0.0187841)","(-13.2856, -58.9447, -51.7246)"
116.596,21.0377,43.3651,990.041,195.211,"(4.72462, 8.37607, -0.0155533)","(0.0125227, -0.00305432, -0.00534507)","(-13.6071, -59.2809, -51.8708)"
116.923,21.0428,43.4901,989.994,195.211,"(4.80957, 8.4012, 0.234496)","(-0.0334449, 0.115912, 0.0647517)","(-13.3148, -59.0909, -52.8208)"
117.25,21.0377,43.3488,990.041,195.232,"(4.76052, 8.34257, 0.270389)","(0.054367, 0.0670424, 0.00167988)","(-13.5633, -58.1701, -53.9608)"
117.576,21.0428,43.4575,990.035,195.222,"(4.72582, 8.39282, 0.293121)","(-0.0343612, -0.0119119, -0.0172569)","(-13.4317, -58.7401, -53.2154)"
117.902,21.0326,43.6752,990.045,195.444,"(4.71027, 8.31386, 0.327816)","(0.00626137, 0.0343612, -0.0210748)","(-13.154, -57.9947, -52.0169)"
118.372,20.9717,43.3917,990.039,195.296,"(5.18285, 8.37487, 0.65324)","(0.0155771, 0.373391, -0.0586431)","(-13.8994, -58.5063, -53.9901)"
118.695,21.0275,43.5935,989.997,195.19,"(4.91007, 8.54118, 0.401994)","(0.0696386, -0.0111483, -0.0751364)","(-13.1394, -58.214, -54.7062)"
119.02,21.0225,43.4955,990.035,195.148,"(4.63729, 8.15832, 0.312263)","(0.0210748, 0.00870483, 0.0151189)","(-13.1687, -58.5063, -54.7793)"
119.341,21.0275,43.229,990.018,195.327,"(4.82632, 8.36171, 0.41994)","(-0.0340557, 0.0125227, 0.00213803)","(-13.1102, -58.3455, -54.9547)"
119.665,21.0377,43.6153,990.004,195.232,"(4.87178, 8.30668, 0.423529)","(0.0392481, -0.00824668, -0.0177151)","(-13.3879, -58.214, -55.6709)"
119.985,21.0377,43.4956,990.014,195.275,"(4.91844, 8.33419, 0.619741)","(-0.00335976, -0.00122173, -0.000610865)","(-13.271, -58.1847, -54.7062)"
120.306,21.0428,43.5174,990.042,194.841,"(4.92921, 8.22173, 0.612562)","(-0.00733038, 0.0154243, 0.0394008)","(-13.9287, -57.5563, -54.7354)"
120.77,20.9818,43.0001,990.019,194.979,"(4.97587, 8.27557, 0.549152)","(0.0189368, 0.00733038, -0.0345139)","(-13.7387, -57.5563, -55.8316)"
121.092,21.0225,43.3051,990.028,195.137,"(4.82393, 8.22532, 0.555135)","(-0.0106901, -0.0364992, 0.0163406)","(-12.964, -58.5209, -54.9985)"
121.416,21.0275,43.3161,990.034,195.359,"(4.83111, 8.27916, 0.494118)","(0.0262672, 0.0426078, -0.0354302)","(-12.511, -58.784, -54.9108)"
121.74,21.0275,43.2127,990.043,195.053,"(4.75932, 8.28873, 0.551545)","(-0.0167988, -0.010232, 0.0117592)","(-12.3794, -58.7401, -54.9254)"
122.064,21.0377,43.4085,990.031,195.158,"(4.79282, 8.33898, 0.467796)","(0.00213803, -0.00381791, 0.00717767)","(-13.0371, -58.5647, -54.8524)"
122.386,21.0428,43.4303,990.054,195.01,"(4.81436, 8.31146, 0.512064)","(-0.0114537, 0.00595593, 0.0142026)","(-12.8471, -58.5063, -55.0278)"
122.71,21.0428,43.4466,990.067,195.148,"(4.80718, 8.30668, 0.515653)","(0.0142026, 0.0167988, -0.00763582)","(-13.4171, -58.7693, -54.7501)"
123.171,20.9869,43.3864,989.997,195.232,"(4.81555, 8.32821, 0.575474)","(-0.00916297, 0.0114537, -0.0108429)","(-12.4671, -58.4917, -55.1447)"
123.493,21.0326,43.3976,990.033,195.306,"(4.79521, 8.37607, 0.565902)","(0.022602, -0.0192422, -0.00778853)","(-12.394, -58.404, -55.6416)"
123.817,21.0275,43.2019,990.016,195.338,"(4.72941, 8.31745, 0.510867)","(-0.0282525, -0.0227547, 0.0186314)","(-13.534, -58.6232, -55.1885)"
124.145,21.0326,43.3324,990.023,195.095,"(4.81316, 8.37128, 0.521635)","(0.0277944, 0.00702495, -0.0126754)","(-13.1394, -58.404, -54.8231)"
124.469,21.0428,43.3596,990.02,195.306,"(4.7653, 8.34377, 0.473778)","(0.00503964, 0.00733038, 0.0116064)","(-13.0517, -58.7986, -55.0862)"
124.794,21.0377,43.4739,990.011,195.507,"(4.84187, 8.33539, 0.447458)","(0.0216857, -0.00946841, 0.0)","(-12.9056, -58.404, -54.7354)"
125.116,21.0428,43.376,990.001,195.042,"(4.81316, 8.30429, 0.484546)","(-0.0181732, -0.00977384, 0.014508)","(-13.1248, -58.8863, -55.2178)"
125.57,20.9971,43.4518,990.045,195.253,"(4.78684, 8.25523, 0.512064)","(-0.0459676, -0.0114537, 0.0221439)","(-13.0663, -58.5355, -55.247)"
125.893,21.0225,43.2399,990.051,195.475,"(4.81914, 8.36769, 0.502492)","(0.0195477, 0.0111483, -0.0187841)","(-12.7156, -58.6524, -55.1885)"
126.224,21.0428,43.6152,990.025,195.359,"(4.71386, 8.26959, 0.476171)","(0.0190895, -0.0508545, 0.0731511)","(-12.7594, -58.6378, -54.9985)"
126.55,21.0479,43.5228,989.992,195.285,"(4.79162, 8.44785, 0.524028)","(0.0352775, -0.011301, -0.0280998)","(-12.8325, -59.0178, -55.4955)"
126.875,21.0377,43.2944,990.0,195.285,"(4.65523, 8.33898, 0.479761)","(-0.00901026, -0.00595593, 0.0410807)","(-12.3502, -59.3978, -54.3555)"
127.2,21.0428,43.2183,989.999,195.423,"(4.71147, 8.54237, 0.506082)","(0.0149662, 0.0186314, -0.0128282)","(-12.4671, -58.667, -54.7939)"
127.526,21.0326,43.6914,989.987,195.507,"(4.67797, 8.32821, 0.448654)","(-0.0238237, -0.0293215, 0.0181732)","(-12.0871, -59.4124, -54.5162)"
127.85,21.0377,43.3324,989.989,195.57,"(4.70548, 8.41795, 0.447458)","(0.0276416, 0.0403171, -0.0291688)","(-12.8763, -59.1932, -54.867)"
128.31,20.992,43.4027,989.981,195.38,"(4.61097, 8.37846, 0.372084)","(-0.0302378, -0.00885754, 0.0151189)","(-12.4525, -58.7547, -54.3116)"
128.642,21.0225,43.5008,990.013,195.486,"(4.65882, 8.42393, 0.44985)","(0.0325286, 0.0018326, -0.0395535)","(-12.8179, -59.1347, -54.2677)"
128.968,21.0225,43.3378,990.021,195.645,"(4.55713, 8.3665, 0.361316)","(-0.0164934, -0.00824668, 0.0580322)","(-12.5402, -59.1932, -53.7562)"
129.294,21.0326,43.7185,990.004,195.37,"(4.6325, 8.4311, 0.378066)","(0.0171042, -0.0308487, -0.0310014)","(-12.2771, -58.9009, -55.1301)"
129.62,21.0428,43.3379,990.009,195.423,"(4.54995, 8.32343, 0.290728)","(-0.0180205, 0.000916298, 0.0510072)","(-12.511, -58.9447, -53.8)"
129.943,21.0275,43.4031,990.055,195.148,"(4.6648, 8.45384, 0.451047)","(0.0111483, 0.00274889, -0.0108429)","(-12.3063, -58.784, -54.9254)"
130.267,21.0377,43.5663,990.025,195.264,"(4.6337, 8.35812, 0.35653)","(-0.0386372, -0.0436769, 0.0117592)","(-11.8386, -59.0617, -54.4285)"
130.727,20.9768,43.3264,989.982,195.37,"(4.59422, 8.41555, 0.445065)","(0.0241292, 0.014508, -0.0186314)","(-11.7948, -59.1347, -54.9985)"
131.058,21.0174,43.5007,989.996,195.01,"(4.59661, 8.38923, 0.427119)","(-0.0152716, 0.0395535, 0.045204)","(-12.2186, -59.6463, -54.9108)"
131.386,21.0174,43.5879,990.024,195.454,"(4.65164, 8.41555, 0.476171)","(0.0189368, -0.0157298, -0.0320704)","(-12.321, -59.0763, -55.0132)"
131.71,21.0225,43.4194,990.019,195.465,"(4.59422, 8.31864, 0.366102)","(-0.0209221, 0.0166461, 0.0065668)","(-12.6863, -59.0909, -54.3408)"
132.036,21.0225,43.7783,990.017,195.401,"(4.69232, 8.46939, 0.376869)","(0.0195477, -0.0129809, 0.00381791)","(-12.2333, -59.2078, -55.057)"
132.362,21.0123,43.4194,990.005,195.306,"(4.30349, 8.05543, 0.131605)","(-0.0445931, -0.273515, 0.18555)","(-12.8471, -59.4709, -53.8439)"
132.687,21.0275,43.4901,990.003,195.158,"(4.44108, 8.67398, 0.427119)","(-0.0591012, -0.0594066, 0.0374155)","(-11.6925, -59.8217, -55.2908)"
133.145,20.9717,43.4733,990.009,195.158,"(4.54995, 8.19182, 0.31346)","(-0.107665, 0.0303905, 0.0267254)","(-12.5987, -59.4124, -54.6478)"
133.477,21.0072,43.3918,990.035,195.444,"(4.38604, 8.41436, 0.270389)","(0.0335976, -0.200211, -0.0720821)","(-11.9994, -59.7778, -54.3993)"
133.801,21.0123,43.6313,990.019,195.359,"(4.29511, 8.38205, 0.107677)","(-0.0578795, -0.00229074, 0.0453567)","(-11.0056, -60.2455, -54.1947)"
134.126,21.0123,43.3866,990.014,195.359,"(4.88255, 8.33898, 0.561116)","(-0.222355, 0.189674, 0.332922)","(-12.5694, -58.974, -57.2055)"
134.453,21.0123,43.5008,990.019,195.232,"(4.12164, 7.86879, 1.28016)","(0.736856, 0.458149, 0.0671951)","(-12.0579, -59.2078, -54.6185)"
134.777,21.0174,43.5824,990.033,195.592,"(4.71027, 8.48973, 0.602991)","(0.0198531, 0.148898, -0.00641408)","(-12.6425, -59.354, -55.6416)"
135.102,21.0123,43.6694,990.003,195.19,"(4.57627, 8.35214, 0.55992)","(-0.000305433, 0.0699441, 0.00717767)","(-13.2856, -58.7255, -55.8609)"
135.562,20.9564,43.2609,990.0,195.359,"(4.68395, 8.27079, 0.506082)","(0.0432187, 0.0478002, -0.0490219)","(-13.1394, -58.8424, -54.867)"
135.895,21.0072,43.4299,990.029,195.349,"(4.6995, 8.46939, 0.434297)","(-0.00717767, -0.00946841, -0.00259618)","(-11.634, -59.0178, -55.0278)"
136.221,21.0072,43.6204,989.999,195.401,"(4.69472, 8.42154, 0.492921)","(0.0209221, 0.0300851, 0.0294742)","(-11.9994, -59.2224, -55.2762)"
136.546,21.0123,43.4681,989.985,195.497,"(4.67797, 8.22532, 0.465404)","(-0.144011, -0.149509, 0.127365)","(-12.9933, -58.5063, -55.8316)"
136.871,21.0072,43.6313,990.017,195.306,"(4.74496, 8.40359, 0.595812)","(0.0675006, 0.0510072, -0.0334449)","(-13.1979, -58.5793, -56.9424)"
137.198,21.0123,43.4411,990.029,195.148,"(4.79282, 8.35573, 0.508475)","(0.0262672, 0.046273, -0.0461203)","(-12.7156, -59.0909, -56.0216)"
137.523,21.0174,43.528,990.054,195.042,"(4.55115, 8.0985, 0.463011)","(-0.033903, 0.00290161, 0.0745255)","(-12.9056, -58.3601, -55.4662)"
137.849,21.0072,43.3213,990.004,195.158,"(4.89571, 8.49092, 0.66999)","(0.125686, 0.0186314, 0.0195477)","(-13.2271, -58.3893, -55.7147)"
138.31,20.9615,43.484,990.033,195.243,"(5.02014, 8.33061, 0.668793)","(0.0560469, 0.0739146, -0.045204)","(-13.8556, -58.1555, -55.4662)"
138.628,21.0021,43.4462,989.996,195.401,"(4.79043, 8.22173, 0.342173)","(0.0154243, -0.0972803, 0.057574)","(-14.0602, -59.2078, -54.107)"
138.95,21.0123,43.517,990.014,195.486,"(5.02373, 8.32821, 0.421136)","(0.0314596, 0.0626137, 0.0288634)","(-13.5633, -58.1409, -54.3262)"
139.269,21.0123,43.3757,989.981,195.232,"(4.91485, 8.31745, 0.0538385)","(0.104916, -0.00671952, -0.0943787)","(-13.7679, -58.6524, -53.727)"
139.588,21.0225,43.5824,990.049,195.211,"(5.08355, 8.33419, 0.168694)","(-0.0910189, 0.0464257, 0.020464)","(-14.221, -58.1116, -53.6831)"
139.909,21.0123,43.7944,990.01,195.105,"(4.91605, 8.30309, 0.317049)","(0.101709, -0.045204, -0.0274889)","(-14.031, -58.8571, -52.9669)"
140.231,21.0174,43.18,990.04,195.359,"(4.82991, 8.4, 0.00957128)","(-0.0603229, 0.129045, 0.0571159)","(-13.3733, -59.237, -55.1301)"
140.691,20.9666,43.5058,990.003,195.201,"(4.88734, 8.43828, 0.586241)","(-0.115606, -0.360563, -0.157909)","(-12.7594, -59.6317, -53.5808)"
141.016,20.9971,43.7615,990.04,195.148,"(4.8335, 8.51485, 0.0418744)","(0.031765, 0.13271, 0.10568)","(-13.4025, -59.4124, -54.1508)"
141.337,21.0072,43.4083,990.066,195.211,"(4.7318, 8.00877, 0.00119641)","(0.066737, 0.0858265, -0.0163406)","(-13.534, -59.2078, -53.2154)"
141.659,21.0072,43.5987,990.019,195.338,"(4.98066, 8.51844, 0.154337)","(-0.130267, 0.0743728, 0.133016)","(-13.2125, -58.8132, -53.8147)"
141.982,21.0174,43.6094,990.017,195.275,"(4.9328, 8.12363, 0.00358923)","(0.0859793, -0.0155771, -0.0685696)","(-14.3379, -57.9509, -54.9254)"
142.304,21.0174,43.604,990.03,194.947,"(4.99382, 8.40359, 0.101695)","(0.0542143, 0.136528, -0.0180205)","(-13.3733, -58.9447, -55.057)"
142.627,21.0072,43.5823,990.025,195.127,"(4.87418, 8.25164, 0.227318)","(-0.0222966, -0.110567, -0.0171042)","(-14.4256, -58.7986, -54.2823)"
143.096,20.9564,43.6523,990.042,194.989,"(4.87537, 8.27796, 0.0957129)","(-0.0245873, 0.0352775, -0.00626137)","(-14.0894, -58.2432, -52.9523)"
143.419,20.992,43.7125,990.057,194.936,"(4.92084, 8.30429, -0.0538385)","(-0.0274889, -0.0137445, 0.0172569)","(-13.9725, -58.667, -52.4993)"
143.743,20.992,43.5006,990.054,194.862,"(4.82273, 8.27557, 0.155533)","(-0.00763582, -0.0858265, -0.021533)","(-13.4756, -58.9447, -53.61)"
144.067,21.0021,43.5984,990.018,195.201,"(4.79402, 8.33539, 0.0191426)","(-0.0458149, -0.0398589, -0.00320704)","(-13.7679, -59.0763, -52.8939)"
144.387,21.0021,43.6202,990.049,194.81,"(4.81436, 8.32462, 0.0334995)","(-0.00397062, 0.00122173, -0.00381791)","(-13.6802, -58.5355, -52.4554)"
144.71,21.0021,43.3483,990.036,195.116,"(4.78445, 8.30548, -0.0442672)","(0.0242819, -0.0241292, 0.00702495)","(-13.7679, -58.9301, -52.5431)"
145.038,21.0072,43.4462,990.052,194.958,"(4.87777, 8.3007, -0.00717846)","(-0.0189368, 0.0114537, 0.00351247)","(-13.5048, -59.1201, -53.3762)"
145.499,20.9564,43.7992,990.055,195.253,"(4.89093, 8.28754, 0.0179462)","(0.00106901, 0.000152716, -0.00885754)","(-13.651, -58.667, -52.8793)"
145.824,20.9869,43.7289,990.032,195.042,"(4.83469, 8.31745, -0.0442672)","(-0.0100793, 0.00671952, 0.00335976)","(-13.6071, -58.6524, -52.8354)"
146.147,20.9971,43.7072,990.035,194.884,"(4.88853, 8.31027, 0.0370887)","(0.0189368, -0.0105374, -0.000152716)","(-13.9433, -59.1347, -53.7416)"
146.47,21.0021,43.9085,990.05,194.736,"(4.88016, 8.35094, 0.0119641)","(-0.00213803, -0.00855211, 0.00763582)","(-13.4902, -58.1116, -54.6185)"
146.794,21.0072,43.8378,990.026,195.053,"(4.88136, 8.30429, 0.0622133)","(-0.0187841, 0.0142026, -0.0288634)","(-14.3525, -59.0324, -52.9669)"
147.128,21.0021,43.7562,990.033,194.947,"(4.88016, 8.33061, 0.04666)","(-0.00885754, 0.0303905, 0.00671952)","(-13.8702, -58.8278, -53.9316)"
147.452,21.0021,43.6148,990.055,195.0,"(4.84307, 8.31505, 0.192622)","(0.0129809, 0.00427606, 0.00320704)","(-13.8848, -58.477, -53.6831)"
147.774,21.0021,43.7453,990.043,195.317,"(4.86221, 8.31625, 0.144766)","(-0.0116064, 0.00549779, 0.0)","(-13.7387, -58.3601, -53.5077)"
148.232,20.9463,43.4946,990.051,194.968,"(4.89093, 8.26361, 0.104088)","(0.0259618, -0.0218384, 0.0135917)","(-13.4464, -59.0324, -53.7123)"
148.556,20.9971,43.6636,990.053,194.958,"(4.92203, 8.28036, 0.117248)","(0.00595593, 0.00137445, -0.000763581)","(-13.344, -58.4917, -53.3177)"
148.878,20.9971,43.6855,990.039,194.799,"(4.91485, 8.28754, 0.0442672)","(-0.00580322, 0.00274889, -0.041997)","(-13.3733, -58.7109, -53.3908)"
149.204,20.9971,43.5876,990.036,194.82,"(4.86341, 8.31386, 0.00957128)","(0.00824668, 0.0157298, 0.00794125)","(-13.8264, -58.477, -53.8585)"
149.535,20.992,43.6582,990.052,194.968,"(4.83709, 8.26959, 0.0323031)","(0.0212276, 0.0253509, -0.00106901)","(-13.7387, -58.7255, -54.3262)"
149.858,21.0072,43.729,990.073,194.915,"(4.82154, 8.31386, 0.0550349)","(-0.00229074, 0.00152716, -0.0218384)","(-13.7679, -58.7255, -53.1131)"
150.189,21.0021,43.6855,990.04,194.894,"(4.82154, 8.34496, 0.026321)","(-0.00626137, -0.0146608, 0.00717767)","(-13.344, -58.9301, -53.727)"
150.643,20.9463,43.8154,990.054,194.852,"(4.80478, 8.31146, 0.0538385)","(-0.020464, -0.00351247, -0.00122173)","(-13.651, -59.1201, -53.917)"
150.968,20.9818,43.7234,990.05,195.042,"(4.78086, 8.35693, 0.106481)","(0.00152716, -0.00335976, -0.000152716)","(-13.4317, -58.9594, -53.4346)"
151.291,20.9869,43.582,990.02,194.979,"(4.77009, 8.30429, 0.0538385)","(0.00381791, -0.00137445, 0.00427606)","(-13.271, -59.3247, -53.2593)"
151.615,21.0021,43.5549,990.048,195.105,"(4.77368, 8.37248, 0.100498)","(0.0146608, 0.0361938, -0.00962113)","(-12.964, -59.1932, -53.6393)"
151.948,20.9818,44.0226,990.047,195.275,"(4.86102, 8.29711, 0.148355)","(0.0239765, 0.022602, 0.0125227)","(-13.3294, -59.1786, -53.5516)"
152.271,20.992,44.0443,990.036,195.275,"(4.71864, 8.46221, 0.0717846)","(0.0528398, -0.033903, -0.0673479)","(-12.9056, -60.0848, -53.42)"
152.594,20.9971,44.077,990.047,195.021,"(4.62173, 8.36769, -0.0861416)","(-0.00381791, -0.0227547, -0.0325286)","(-12.4671, -60.0848, -51.9585)"
153.052,20.9463,44.1307,990.07,194.905,"(4.57866, 8.1655, -0.234496)","(-0.0988074, -0.289092, 0.138361)","(-13.8848, -59.6901, -52.2362)"
153.375,20.9717,43.8647,990.036,194.873,"(4.9998, 8.1344, 0.0191426)","(-0.143401, -0.261756, 0.217315)","(-15.2148, -57.5709, -52.5723)"
153.699,20.9818,43.718,990.048,195.042,"(5.12542, 8.14995, 0.0239282)","(-0.0224493, -0.0465785, 0.0210748)","(-15.3756, -58.594, -52.8793)"
154.032,20.992,43.7071,990.045,195.127,"(5.15533, 8.21575, 0.0777667)","(-0.00152716, 0.066737, -0.00794125)","(-15.5949, -57.5855, -53.7854)"
154.356,20.9818,44.1203,990.079,195.201,"(5.07996, 8.17747, 0.113659)","(0.0135917, 0.0526871, -0.0235183)","(-14.8348, -58.1847, -53.5954)"
154.68,20.992,43.8432,990.035,195.169,"(5.08953, 8.18464, 0.104088)","(0.0143553, 0.02474, 0.00824668)","(-14.9518, -57.9509, -54.0485)"
155.004,20.992,43.9301,990.062,194.947,"(5.13978, 8.21216, 0.167497)","(0.000152716, 0.023671, 0.0146608)","(-14.4694, -57.9216, -53.6831)"
155.46,20.9514,43.8642,990.032,195.137,"(5.09432, 8.19541, 0.230907)","(-0.0155771, -0.0587958, 0.020464)","(-14.2941, -57.6878, -52.1631)"
155.785,20.9818,43.9625,990.022,194.831,"(5.09432, 8.20498, 0.124427)","(0.0132863, 0.00274889, 0.0154243)","(-14.7618, -58.214, -53.2154)"
156.109,20.9971,43.6745,990.018,195.253,"(5.11346, 8.16909, 0.210568)","(0.0221439, 0.0100793, -0.00229074)","(-14.8787, -57.9363, -53.0546)"
