Time   ,Temperature ,Humidity ,Pressure ,Altitude ,Acceleration                    ,Gyro                                    ,Magnetometer
213.17,21.1496,43.8342,989.974,195.919,"(5.72722, 7.74915, 0.285942)","(0.0274889, 0.00885754, 0.0171042)","(-17.2757, -55.3931, -53.5516)"
213.492,21.1598,43.5134,989.974,195.835,"(5.8002, 7.77188, 0.193819)","(-0.00274889, -0.0177151, 0.0233656)","(-17.8895, -55.4516, -54.4577)"
213.817,21.1598,43.5352,989.988,196.004,"(5.78704, 7.78983, 0.181854)","(-0.00381791, 0.0280998, -0.00366519)","(-17.451, -55.627, -53.8293)"
214.144,21.1598,43.6497,989.979,195.444,"(5.81336, 7.78744, 0.11007)","(0.0394008, 0.0277944, -0.00442877)","(-17.261, -55.9339, -54.2093)"
214.465,21.1598,43.3829,990.011,195.465,"(5.7332, 7.74915, 0.138784)","(-0.0103847, -0.020464, -0.0018326)","(-17.1003, -55.9193, -53.537)"
214.923,21.1293,43.5894,989.98,195.75,"(5.72841, 7.78026, 0.181854)","(-0.00595593, 0.00610865, -0.0119119)","(-17.3487, -55.7732, -52.6454)"
215.247,21.1547,43.6169,989.977,195.518,"(5.71765, 7.76351, 0.132802)","(-0.0108429, 0.000610865, 0.0125227)","(-17.7726, -55.7001, -54.0777)"
215.568,21.1699,43.5626,990.003,195.539,"(5.74516, 7.78145, 0.192622)","(-0.00442877, -0.0160352, -0.00381791)","(-17.3487, -55.6562, -54.8231)"
215.889,21.1699,43.579,989.998,195.708,"(5.65304, 7.77428, 0.193819)","(0.00855211, 0.0256563, -0.0285579)","(-17.2318, -56.007, -53.6685)"
216.208,21.1801,43.6823,989.987,195.148,"(5.62432, 7.81256, 0.136391)","(-0.00198531, -0.036041, 0.00687223)","(-17.1295, -55.6709, -54.4139)"
216.538,21.1801,43.4322,989.978,195.697,"(5.62911, 7.82213, 0.162712)","(-0.00152716, 0.00519235, -0.0259618)","(-16.7495, -56.1678, -54.4431)"
216.863,21.1801,43.6878,990.001,195.75,"(5.6327, 7.84726, 0.162712)","(-0.00152716, -0.0337503, -0.000916298)","(-16.3549, -56.1824, -54.2677)"
217.18,21.1852,43.4431,989.967,195.613,"(5.66141, 7.83888, 0.125623)","(-0.00885754, -0.0456622, 0.0161879)","(-17.5095, -56.0362, -53.347)"
217.635,21.1445,43.6929,989.989,195.909,"(5.55852, 7.70847, 0.0658026)","(0.0401644, -0.0623082, 0.0464257)","(-17.9333, -55.7293, -53.1716)"
217.958,21.175,43.405,989.982,195.507,"(5.72961, 7.86281, 0.295513)","(-0.0774271, 0.0163406, 0.0552833)","(-17.2172, -56.197, -53.8439)"
218.291,21.1902,43.2907,989.959,195.285,"(5.66141, 7.74317, 0.0921236)","(0.0186314, -0.0413861, -0.011301)","(-17.1733, -55.4224, -54.6478)"
218.614,21.1852,43.688,989.958,195.56,"(5.74277, 7.84726, 0.323031)","(0.0120646, -0.0410807, 0.0224493)","(-17.3341, -55.0862, -54.2385)"
218.935,21.1953,43.4922,989.971,195.676,"(5.66022, 7.73838, 0.112463)","(-0.03711, -0.0198531, 0.023671)","(-17.3633, -55.057, -53.7123)"
219.261,21.1953,43.541,989.975,195.56,"(5.75593, 7.78624, 0.227318)","(0.0255036, 0.022602, -0.00733038)","(-17.9041, -54.94, -54.0485)"
219.584,21.1953,43.4867,989.968,195.581,"(5.68534, 7.81376, 0.252443)","(0.0207694, -0.055436, 0.00733038)","(-17.4218, -55.6124, -53.9901)"
220.041,21.1547,43.2033,989.954,195.993,"(5.6997, 7.8329, 0.196211)","(-0.0511599, 0.0450513, 0.00733038)","(-17.9772, -55.5831, -53.2447)"
220.365,21.1801,43.7315,989.981,195.75,"(5.73799, 7.71565, -0.0275174)","(-0.0696386, -0.0905607, 0.0212276)","(-18.1964, -55.8024, -52.3823)"
220.699,21.1902,43.5466,990.013,195.676,"(5.79661, 7.77667, 0.114855)","(-0.00717767, 0.00794125, -0.0195477)","(-17.1733, -55.1301, -53.9316)"
221.022,21.2004,43.4651,989.961,195.592,"(5.75832, 7.74197, 0.0598205)","(-0.0261145, -0.00702495, 0.0198531)","(-18.0503, -55.1447, -52.7769)"
221.343,21.2107,43.3889,989.98,195.56,"(5.73679, 7.67019, -0.0119641)","(0.0143553, -0.00458149, 0.00687223)","(-18.4595, -55.4224, -52.7623)"
221.668,21.2107,43.6664,990.0,195.56,"(5.81695, 7.77547, 0.0502492)","(0.019395, 0.0169515, 0.00763582)","(-18.0795, -55.4516, -53.157)"
221.992,21.2107,43.5957,989.998,195.401,"(5.79063, 7.68933, 0.0191426)","(-0.0065668, -0.0065668, -0.00824668)","(-18.2549, -55.6562, -53.0693)"
222.452,21.1648,43.5192,989.989,195.75,"(5.78704, 7.73838, 0.0765703)","(0.00763582, -0.0135917, 0.00885754)","(-18.5764, -54.9547, -52.9523)"
222.775,21.2004,43.4106,989.977,195.792,"(5.74756, 7.67497, -0.0239282)","(0.0100793, -0.0265726, 0.0149662)","(-18.0941, -55.7439, -53.4639)"
223.107,21.2209,43.585,989.96,195.666,"(5.83609, 7.69651, 0.0634097)","(-0.0126754, -0.00595593, -0.000305433)","(-18.2841, -56.0216, -53.3031)"
223.432,21.2158,43.1878,989.987,195.782,"(5.74756, 7.74556, 0.0622133)","(-0.0125227, 0.00671952, -0.0056505)","(-17.5972, -55.5247, -53.4493)"
223.754,21.2209,43.4926,989.973,195.687,"(5.80379, 7.73719, 0.114855)","(0.00778853, 0.00488692, -0.00809396)","(-18.2549, -55.5977, -53.61)"
224.078,21.226,43.4872,989.999,195.676,"(5.71047, 7.72881, 0.11007)","(-0.0255036, -0.0239765, -0.0117592)","(-17.641, -54.5747, -53.3762)"
224.403,21.231,43.5308,989.962,195.645,"(5.85523, 7.70369, 0.281156)","(-0.178831, -0.212581, 0.096364)","(-18.1818, -54.9547, -53.6393)"
224.865,21.1902,43.4813,989.966,195.697,"(6.04905, 7.70369, 0.217747)","(0.215025, 0.236558, -0.0238237)","(-18.9711, -54.18, -53.6977)"
225.189,21.226,43.7319,989.992,195.602,"(5.99043, 7.50867, -0.160319)","(0.14676, -0.0207694, -0.117286)","(-18.8103, -54.5893, -53.1131)"
225.521,21.2361,43.411,989.98,195.401,"(6.04427, 7.63429, 0.135194)","(-0.0714712, 0.00106901, 0.0138972)","(-18.5034, -55.1155, -53.4639)"
225.844,21.2361,43.2206,989.982,195.423,"(5.93659, 7.55892, -0.0634097)","(0.0513127, 0.0169515, -0.0416915)","(-18.138, -55.057, -52.6162)"
226.171,21.2412,43.5364,989.981,195.708,"(5.933, 7.58524, 0.09332)","(-0.0740674, -0.0998765, 0.0129809)","(-18.3426, -54.7501, -54.1508)"
226.499,21.2514,43.3133,990.012,195.507,"(5.91146, 7.64148, 0.0622133)","(0.0219911, 0.00320704, 0.00946841)","(-18.4741, -54.487, -53.04)"
226.821,21.2615,43.5419,989.983,195.687,"(5.88873, 7.62831, 0.0394815)","(0.00870483, 0.0238237, -0.0120646)","(-19.0441, -54.7647, -53.9754)"
227.28,21.2055,43.8135,989.952,195.528,"(6.01795, 7.62353, 0.131605)","(-0.000458149, -0.00580322, -0.0255036)","(-18.2257, -54.8816, -53.9754)"
227.603,21.2514,43.4383,989.961,195.613,"(5.97846, 7.72522, 0.344566)","(0.0713185, 0.0859793, -0.0355829)","(-18.1234, -55.2178, -54.2677)"
227.926,21.2666,43.3896,989.975,195.729,"(6.05503, 7.6989, 0.337388)","(0.0494801, 0.169973, -0.14676)","(-16.8664, -55.9485, -55.5101)"
228.251,21.2666,43.4712,989.964,195.581,"(5.90668, 7.96211, 0.477368)","(0.277027, 0.36148, -0.031765)","(-16.121, -56.387, -55.7293)"
228.574,21.2768,43.4713,990.003,195.475,"(5.56331, 7.71326, 0.461814)","(0.100945, 0.166613, -0.102778)","(-16.1502, -56.1824, -54.7647)"
228.894,21.2768,43.5585,989.968,195.729,"(5.67577, 7.94536, 0.367298)","(-0.0734565, -0.0279471, 0.0177151)","(-14.7033, -57.9216, -53.9754)"
229.213,21.2768,43.553,990.014,195.454,"(5.62432, 7.77069, 0.393619)","(-0.0386372, -0.0290161, 0.00274889)","(-15.8872, -56.2993, -54.2093)"
229.535,21.2768,43.2809,989.981,195.528,"(5.7655, 7.82572, 0.229711)","(0.0244346, 0.0203113, -0.00213803)","(-15.6972, -56.6501, -54.7793)"
229.995,21.2463,43.7701,989.969,195.454,"(5.69132, 7.8676, 0.333799)","(-0.0148135, -0.0250455, 0.0183259)","(-16.9979, -56.1532, -53.9024)"
230.329,21.2564,43.4331,990.029,195.349,"(5.84327, 7.68455, 0.174676)","(0.00167988, -0.0687223, 0.0508545)","(-16.9833, -55.9047, -53.7854)"
230.654,21.2717,43.3353,989.97,195.391,"(6.21176, 7.45842, -0.0741774)","(-0.0357356, 0.00503964, -0.0421497)","(-17.8456, -55.8316, -52.7623)"
230.978,21.2768,43.2157,990.012,195.222,"(6.18903, 7.35793, -0.040678)","(-0.0203113, 0.0279471, 0.175471)","(-19.658, -53.3031, -53.537)"
231.302,21.2768,43.6183,989.992,195.243,"(6.55274, 7.19761, 0.15673)","(-0.0788016, -0.155465, 0.0655153)","(-20.5203, -51.9585, -52.85)"
231.625,21.2818,43.477,990.017,195.264,"(6.51924, 7.17129, -0.0753739)","(-0.0160352, -0.020464, -0.00351247)","(-20.6665, -52.4115, -52.9669)"
231.946,21.2768,43.4007,990.007,195.222,"(6.47258, 7.2347, 0.00239282)","(-0.0253509, -0.0352775, -0.00610865)","(-21.0026, -52.85, -52.8062)"
232.4,21.2412,43.6178,990.009,195.475,"(6.46062, 7.2323, -0.0693918)","(0.0203113, 0.0314596, 0.00626137)","(-20.3303, -52.4115, -53.0254)"
232.73,21.2666,43.4277,989.995,195.528,"(6.35174, 7.27896, -0.0191426)","(-0.00870483, 0.0380264, -0.0529926)","(-20.6518, -52.28, -52.7477)"
233.051,21.2768,43.5802,989.982,195.655,"(6.05862, 7.0983, -0.0885344)","(-0.260839, -0.42165, 0.0259618)","(-20.1988, -52.5139, -52.9962)"
233.375,21.2818,43.6837,989.995,195.655,"(6.96431, 7.36152, 0.37328)","(0.124006, 0.238543, 0.126907)","(-21.7334, -51.5931, -53.1423)"
233.708,21.2768,43.662,989.978,0,"(7.06002, 6.54197, -2.31984)","(-4.19176, 0.200364, 2.85381)","(-24.6565, -46.7699, -55.6124)"
234.03,21.2869,44.0539,989.979,195.655,"(5.12782, 2.7996, 1.3998)","(2.23852, 2.84174, 1.37536)","(-27.7404, -28.9389, -63.8994)"
234.35,21.3072,44.6743,989.97,195.729,"(7.53021, 5.05603, 14.2397)","(-3.75942, -0.840092, 2.01173)","(-3.12774, -40.1637, -54.1508)"
234.806,21.2768,45.1742,989.977,195.623,"(10.002, 1.09711, 1.01934)","(2.70995, 3.4068, 1.4563)","(-319.629, 167.977, -138.804)"
235.135,21.3225,45.4742,989.977,195.602,"(7.49671, 2.48494, 5.56092)","(0.786794, 3.08578, -0.30864)","(-411.196, -13.6948, -103.274)"
